guid,bucket,image_url,record_uri
A6052A9F-9257-4089-AD8B-F4D5A1D085C7,dog_keyword,https://www.carc.ox.ac.uk/Vases/SPIFF/Images200/28112014/10180/cc001001.jpe,http://www.beazley.ox.ac.uk/record/8EEA3456-8873-4993-8CAF-F29C75050CDA
B3BA558A-F439-4783-BC22-1B2279E5C1BD,dog_keyword,https://www.carc.ox.ac.uk/Vases/SPIFF/Images200/RUM02/CVA.RUM02.083.7/cc001001.jpe,http://www.beazley.ox.ac.uk/record/6FC416A8-5A51-41CD-AA91-F8D9852A81DD
8526D40A-F26B-444D-AAF7-B5FB64EC2404,dog_keyword,https://www.carc.ox.ac.uk/Vases/SPIFF/Images200/BF HYDRIAI L/10479.BD1/cc001001.jpe,http://www.beazley.ox.ac.uk/record/B4B9BEDC-86C7-4497-AEBE-1EF214C00E57
F3ABE276-57E9-4D8A-9BD4-11D04FBC9420,dog_keyword,https://www.carc.ox.ac.uk/Vases/SPIFF/Images200/BEL02/CVA.BEL02.060.1B/cc001001.jpe,http://www.beazley.ox.ac.uk/record/7EC0CA1C-B9B3-43B9-BDF6-4FED7355C054
7C840877-E71D-4BB4-8813-893566A1C390,dog_keyword,https://www.carc.ox.ac.uk/Vases/SPIFF/Images200/GER10/CVA.GER10.473.3/cc001001.jpe,http://www.beazley.ox.ac.uk/record/BE242A77-8FD0-46B2-9025-0E7FBA4F1D28
3B673D27-C91B-45CF-ACA3-E417F97A0ADA,dog_keyword,https://www.carc.ox.ac.uk/Vases/SPIFF/Images200/FR02/CVA.FR02.079.2/cc001001.jpe,http://www.beazley.ox.ac.uk/record/ABB7FCE0-3978-4643-B822-F5810ED9A87A
CCD6F307-1FCB-4113-B691-88BC552C9829,dog_keyword,https://www.carc.ox.ac.uk/Vases/SPIFF/Images200/F04/CVA.F04.159.1/cc001001.jpe,http://www.beazley.ox.ac.uk/record/A97CED2E-11AB-478A-B72D-426C9951DF1E
E5FCFC1E-EDDB-428E-88D6-1758BA2B868B,dog_keyword,https://www.carc.ox.ac.uk/Vases/SPIFF/Images200/F08/CVA.F08.352.10/cc001001.jpe,http://www.beazley.ox.ac.uk/record/2FD7A5C7-FA48-4CC1-B03B-BD5184D97031
2856E398-FFB9-4650-B65E-6153626DF1AF,dog_keyword,https://www.carc.ox.ac.uk/Vases/SPIFF/Images200/F08/CVA.F08.352.4/cc001001.jpe,http://www.beazley.ox.ac.uk/record/B45931E6-CB09-4C1F-8C40-DA09E5BFC884
DBEC6BC1-DA72-45F9-8BC6-37B11EC47AE3,dog_keyword,https://www.carc.ox.ac.uk/Vases/SPIFF/Images200/F08/CVA.F08.351.2/cc001001.jpe,http://www.beazley.ox.ac.uk/record/4CAFE694-BE8A-4C78-8655-B977C79D90FD
